"subject","choiceTrial","choiceRt","chosenDeckId","difference","difficulty","selectedDeckLocation","leftDeckId","rightDeckId","riskyDeckSwitchTop","riskyDeckSwitchBottom","safeDeckSwitch","outcomeSwitch","condition","selectedRiskyDeck"
18,30,1922,"safeDeck","Moderate","Easier than Reference","right","riskyDeck","safeDeck",4,8,6,6,"EM",0
18,31,1882,"safeDeck","Extreme","Harder than Reference","right","riskyDeck","safeDeck",14,8,11,11,"HE",0
18,32,3003,"riskyDeck","Extreme","Easier than Reference","left","riskyDeck","safeDeck",2,8,5,2,"EE",1
18,33,1522,"riskyDeck","Moderate","Harder than Reference","right","safeDeck","riskyDeck",8,12,10,12,"HM",1
18,34,3491,"safeDeck","Extreme","Easier than Reference","right","riskyDeck","safeDeck",8,2,5,5,"EE",0
18,37,2578,"safeDeck","Extreme","Easier than Reference","right","riskyDeck","safeDeck",2,8,5,5,"EE",0
18,38,1374,"riskyDeck","Extreme","Harder than Reference","right","safeDeck","riskyDeck",14,8,11,14,"HE",1
18,39,1283,"riskyDeck","Moderate","Harder than Reference","right","safeDeck","riskyDeck",12,8,10,12,"HM",1
18,40,1440,"riskyDeck","Moderate","Easier than Reference","right","safeDeck","riskyDeck",4,8,6,8,"EM",1
19,5,3794,"safeDeck","Extreme","Harder than Reference","right","riskyDeck","safeDeck",8,14,11,11,"HE",0
19,6,2961,"safeDeck","Moderate","Easier than Reference","right","riskyDeck","safeDeck",8,4,6,6,"EM",0
